datetime,national_demand_mw,north_demand_mw,west_demand_mw,east_demand_mw,south_demand_mw,north_east_demand_mw,temperature_2m_c,relative_humidity_pct,cloud_cover_pct,precipitation_mm,wind_speed_10m_kmh,solar_radiation_w_m2,wind_speed_10m_ms,solar_generation_kw,solar_imputed,solar_irradiance_proxy_w_m2,hour,day_of_week,month,year,is_weekend,wind_power_potential_kw,combined_renewable_kw,facility_demand_kw,energy_balance_kw
2018-12-31,138545.1876388889,39431.90923611111,45902.694444444445,14410.133819444445,37082.414722222224,1718.0356944444445,13.241666666666667,71.35416666666667,21.479166666666668,0.01597222222222222,8.688194444444443,135.63194444444446,2.6189583333333335,186.08311444354166,0.0,186.08308333333332,11.5,3.5,1.0,2019.0,0.3333333333333333,0.18929087600975464,186.27240531955144,8312.711258333333,-8126.438853013782
2019-01-07,140188.80202380952,39963.75785714286,46357.34714285714,14390.559583333332,37760.86357142857,1716.274107142857,13.036904761904761,70.48214285714286,10.255952380952381,0.0,8.621428571428572,150.91666666666666,2.752261904761905,202.1665997782143,0.0,202.16658928571428,11.5,3.0,1.0,2019.0,0.2857142857142857,1.6824527483833038,203.8490525265976,8411.32812142857,-8207.479068901974
2019-01-14,138741.04803571428,40432.951488095234,45967.74172619048,14520.50363095238,36131.18238095238,1688.6678571428572,13.258333333333335,65.4702380952381,32.904761904761905,0.0,9.010119047619048,157.0595238095238,2.810595238095238,214.21430762315478,0.0,214.21432738095237,11.5,3.0,1.0,2019.0,0.2857142857142857,5.123178726566072,219.33748634972082,8324.462882142856,-8105.125395793137
2019-01-21,134504.95946428573,35822.39047619047,44537.713214285715,14731.00994047619,37650.06880952381,1763.7763095238095,13.070833333333335,77.29761904761905,35.904761904761905,0.14226190476190476,10.547023809523811,142.91666666666666,3.4446428571428576,178.79990434107145,0.0,178.79991071428572,11.5,3.0,1.0,2019.0,0.2857142857142857,11.167299047945654,189.9672033890171,8070.297567857143,-7880.330364468125
2019-01-28,138175.0876190476,39086.53958333334,45202.02666666667,14919.368214285714,37285.355476190474,1681.7983333333334,12.30952380952381,70.47619047619048,22.321428571428573,0.004761904761904762,10.616666666666665,167.08928571428572,3.103214285714286,217.58377002261906,0.0,217.58377380952382,11.5,3.0,1.4285714285714286,2019.0,0.2857142857142857,2.362909007773205,219.94667903039226,8290.505257142857,-8070.558578112465
2019-02-04,138614.20392857143,37268.28017857143,45764.71767857143,14641.115654761907,39234.390654761904,1705.6998809523811,14.404761904761905,76.04166666666667,35.732142857142854,0.13273809523809524,10.882142857142858,160.14880952380952,3.0370238095238093,189.8789412882143,0.0,189.87891666666667,11.5,3.0,2.0,2019.0,0.2857142857142857,3.820498081194069,193.69943936940837,8316.852235714285,-8123.152796344877
2019-02-11,139275.17214285716,36677.62351190476,45985.10630952381,14652.174583333333,40280.949642857144,1679.3186904761903,15.186904761904762,78.9047619047619,62.63095238095238,0.05357142857142857,8.610119047619047,154.32738095238096,2.6288690476190473,169.40962982023808,0.0,169.40964285714284,11.5,3.0,2.0,2019.0,0.2857142857142857,2.8104355444509768,172.22006536468908,8356.510328571429,-8184.29026320674
2019-02-18,143150.64279761905,36605.9131547619,47174.19380952381,15263.184642857143,42432.59154761905,1674.7586904761906,16.851785714285715,72.39880952380952,50.273809523809526,0.019642857142857146,11.438690476190477,178.45238095238096,3.3935119047619047,192.12770847619046,0.0,192.12769047619048,11.5,3.0,2.0,2019.0,0.2857142857142857,4.755103444052518,196.882811920243,8589.038567857142,-8392.1557559369
2019-02-25,142149.75011904762,36399.77976190476,46235.92744047619,14154.522857142856,43696.12773809524,1663.3918452380954,14.650595238095239,71.41666666666667,43.023809523809526,0.14821428571428572,8.65952380952381,180.60714285714286,2.7082738095238095,186.85858370238097,0.0,186.8585833333333,11.5,3.0,2.4285714285714284,2019.0,0.2857142857142857,1.307334313149128,188.16591801553008,8528.985007142857,-8340.819089127326
2019-03-04,145292.76458333334,36848.45345238095,47222.52589285714,15108.238690476192,44427.93839285715,1685.607380952381,17.35952380952381,64.9047619047619,10.93452380952381,0.0011904761904761906,9.420833333333334,222.98809523809524,2.9465476190476187,230.40177816666667,0.0,230.4017619047619,11.5,3.0,3.0,2019.0,0.2857142857142857,1.0552315794630611,231.4570097461297,8717.565875,-8486.10886525387
2019-03-11,148505.19547619048,37768.972916666666,47630.042499999996,16394.06202380952,44971.208035714284,1740.9099404761905,18.773214285714285,59.63095238095238,41.81547619047619,0.011904761904761904,10.579166666666666,207.54761904761904,3.3029166666666665,204.0495998690476,0.0,204.0496130952381,11.5,3.0,3.0,2019.0,0.2857142857142857,4.640851157815664,208.6904510268633,8910.311728571429,-8701.621277544566
2019-03-18,143680.12827380953,36372.28779761904,44571.350952380955,15838.986845238096,45275.582500000004,1621.9215476190477,22.458928571428572,45.595238095238095,14.226190476190476,0.0,11.761904761904763,249.60119047619048,3.5410119047619046,233.5788432559524,0.0,233.57880952380953,11.5,3.0,3.0,2019.0,0.2857142857142857,10.250975055522897,243.8298183114753,8620.807696428572,-8376.977878117095
2019-03-25,153657.6088690476,38989.91976190476,49581.56142857143,17349.169226190475,46052.61172619048,1684.3480357142855,25.017261904761902,52.74404761904762,32.023809523809526,0.002976190476190476,9.857738095238094,246.14285714285714,3.1767261904761908,224.36391159208333,0.0,224.36390476190476,11.5,3.0,3.0,2019.0,0.2857142857142857,4.97270116434777,229.3366127564311,9219.456532142856,-8990.119919386427
2019-04-01,153805.11607142858,39966.70910714286,49827.947023809524,17508.64345238095,44943.18565476191,1558.630654761905,27.407142857142855,41.74404761904762,19.25595238095238,0.0,9.496428571428572,262.3452380952381,2.628154761904762,226.25094751571427,0.0,226.2509404761905,11.5,3.0,4.0,2019.0,0.2857142857142857,2.3963259193938207,228.64727343510808,9228.306964285715,-8999.659690850605
2019-04-08,155311.58291666667,41061.83261904762,51044.97589285714,17131.99886904762,44310.70684523809,1762.0680357142858,29.30952380952381,40.964285714285715,30.017857142857142,0.0011904761904761906,10.218452380952382,259.13690476190476,3.0091666666666668,224.14203779714285,0.0,224.14202976190475,11.5,3.0,4.0,2019.0,0.2857142857142857,1.4221164511071918,225.56415424825005,9318.694975,-9093.13082075175
2019-04-15,146581.15660714285,36398.910416666666,48481.23279761905,17821.392440476193,42278.83505952381,1600.7866071428573,25.91785714285714,51.345238095238095,42.94642857142857,0.03154761904761905,9.569047619047618,231.69642857142858,3.024404761904762,196.2020066060119,0.0,196.20199404761902,11.5,3.0,4.0,2019.0,0.2857142857142857,8.68940309621791,204.89140970222985,8794.86939642857,-8589.977986726342
2019-04-22,158459.51214285713,44346.79672619047,51751.1619047619,18836.257142857143,41683.478214285715,1841.818154761905,32.5375,31.303571428571427,6.613095238095238,0.0,12.451785714285714,273.5416666666667,3.6495238095238096,226.66793308226192,0.0,226.66792261904763,11.5,3.0,4.0,2019.0,0.2857142857142857,18.319308184727937,244.98724126698983,9507.570728571429,-9262.583487304439
2019-04-29,157376.69946428572,46685.83416666667,51400.58416666667,17221.723452380953,40569.155535714286,1499.4022023809525,32.22261904761905,24.44047619047619,14.071428571428571,0.002976190476190476,11.760119047619048,267.5952380952381,3.3496428571428574,222.2373956322619,0.0,222.23741071428572,11.5,3.0,4.714285714285714,2019.0,0.2857142857142857,4.150432147756222,226.3878277800181,9442.601967857143,-9216.214140077125
2019-05-06,163761.31761904762,49719.635773809525,50917.65964285714,19145.509464285715,42275.50660714286,1703.0068452380954,33.08869047619047,22.31547619047619,14.130952380952381,0.0,13.645833333333334,271.0357142857143,4.673928571428571,225.8637131017262,0.0,225.86370833333336,11.5,3.0,5.0,2019.0,0.2857142857142857,34.66462375889999,260.52833686062615,9825.679057142857,-9565.15072028223
2019-05-13,160039.86857142858,46590.823749999996,50734.91196428572,19295.064583333333,41784.2006547619,1634.8673214285716,29.85,45.964285714285715,29.30952380952381,0.017857142857142856,8.925595238095237,248.60714285714286,2.923035714285714,204.94545956547617,0.0,204.94544642857142,11.5,3.0,5.0,2019.0,0.2857142857142857,3.0338377588346725,207.97929732431086,9602.392114285714,-9394.412816961403
2019-05-20,165350.0406547619,49773.27422619048,52264.486011904766,19473.034821428573,42044.01416666667,1795.231011904762,32.02440476190476,36.67261904761905,26.827380952380953,0.0,11.306547619047619,256.07142857142856,3.5341666666666667,204.24925279761905,0.0,204.24923809523813,11.5,3.0,5.0,2019.0,0.2857142857142857,11.885951066366191,216.13520386398523,9921.002439285714,-9704.867235421729
2019-05-27,169370.24738095238,54544.5405952381,52122.20958333334,19355.978035714284,41456.25261904762,1891.2658928571427,35.083333333333336,25.25595238095238,4.5476190476190474,0.0,11.263690476190476,278.3392857142857,3.810238095238095,213.8494218809524,0.0,213.84943452380952,11.5,3.0,5.285714285714286,2019.0,0.2857142857142857,11.361132920177672,225.21055480113006,10162.214842857144,-9937.004288056012
